images,price,image_urls,title
"[{'url': 'https://cdn.shopclues.com/images/thumbnails/41478/280/1/71jfm3jsAQL1469015410.jpg', 'path': 'full/ca71ee88075649316ac81ee53f7e08ff0cdbfb73.jpg', 'checksum': 'e076c07db38aaa6c498ed1767a288415'}]",Rs.7199,https://cdn.shopclues.com/images/thumbnails/41478/280/1/71jfm3jsAQL1469015410.jpg,Moto E XT1022 1st Gen 4GB  /Acceptable Condition/Certified Pre Owned(6 Months Seller Warranty)
